text,label,text_raw,text_classical,text_transformer,VideoID,VideoTitle,PublishedAt,CountryCode,CategoryID
"Don't even think about trying any of these ""hacks,"" or you'll end up with a ticket.",Negative,"Don't even think about trying any of these ""hacks,"" or you'll end up with a ticket.",don even think about trying any of these hacks or you ll end up with ticket,"Don't even think about trying any of these ""hacks,"" or you'll end up with a ticket.",26TkDKTVzII,Car Life Hacks 😭✅ #car #shorts,2025-02-04 14:21:14,US,2
Bro was showing him whos boss face with tears of joy,Positive,Bro was showing him whos boss 😂,bro was showing him whos boss face with tears of joy,Bro was showing him whos boss face with tears of joy,JFb1BrevuPY,HANDLINING A SHARK 🦈,2025-01-15 09:45:43,NZ,15
"It’s awesome, you read my mind!",Positive,"It’s awesome, you read my mind!",it awesome you read my mind,"It’s awesome, you read my mind!",tXIhdp5R7sc,CSS Flexbox Crash Course,2021-07-22 13:40:23,US,27
Are there baby memes for each of these butt-kisses?,Neutral,Are there baby memes for each of these butt-kisses?,are there baby memes for each of these butt kisses,Are there baby memes for each of these butt-kisses?,eaSKNHJpxx0,Devin Nunes Has A Cow When Asked Question By Reporter Lee Fang,2019-12-13 23:29:01,US,25
"I personally think that backend is better than frontend. Most business logic (i.e. the interesting stuff) happens in the backend, and playing with microservices is fun.",Positive,"I personally think that backend is better than frontend. Most business logic (i.e. the interesting stuff) happens in the backend, and playing with microservices is fun.",personally think that backend is better than frontend most business logic the interesting stuff happens in the backend and playing with microservices is fun,"I personally think that backend is better than frontend. Most business logic (i.e. the interesting stuff) happens in the backend, and playing with microservices is fun.",5ueSge4n4bs,Tech Stack I use at Google as a Software Engineer,2022-07-19 14:37:27,US,27
"In case theres any confusion, patriotism is NOT sitting behind a comfy desk, fr from danger or combat, berating the character and motives of members of the military who have proven both by their service and sacrifice for THIS country, while not having done any of that yourself. Its NOT dragging decorated servicemen through the mud for political points. Its not blasting someone for something you were so unwilling and scared to do yourself, that you repeatedly got sick notes from your dad to get out of it, so you could go play. And its NOT having to resort to character assassination, rather than attacking their argument, cuz you cant. ""When the debate is lost, slander becomes the tool of the loser"" -Socrates",Negative,"In case theres any confusion, patriotism is NOT sitting behind a comfy desk, fr from danger or combat, berating the character and motives of members of the military who have proven both by their service and sacrifice for THIS country, while not having done any of that yourself. Its NOT dragging decorated servicemen through the mud for political points. Its not blasting someone for something you were so unwilling and scared to do yourself, that you repeatedly got sick notes from your dad to get out of it, so you could go play. And its NOT having to resort to character assassination, rather than attacking their argument, cuz you cant. ""When the debate is lost, slander becomes the tool of the loser"" -Socrates",in case theres any confusion patriotism is not sitting behind comfy desk fr from danger or combat berating the character and motives of members of the military who have proven both by their service and sacrifice for this country while not having done any of that yourself its not dragging decorated servicemen through the mud for political points its not blasting someone for something you were so unwilling and scared to do yourself that you repeatedly got sick notes from your dad to get out of it so you could go play and its not having to resort to character assassination rather than attacking their argument cuz you cant when the debate is lost slander becomes the tool of the loser socrates,"In case theres any confusion, patriotism is NOT sitting behind a comfy desk, fr from danger or combat, berating the character and motives of members of the military who have proven both by their service and sacrifice for THIS country, while not having done any of that yourself. Its NOT dragging decorated servicemen through the mud for political points. Its not blasting someone for something you were so unwilling and scared to do yourself, that you repeatedly got sick notes from your dad to get out of it, so you could go play. And its NOT having to resort to character assassination, rather than attacking their argument, cuz you cant. ""When the debate is lost, slander becomes the tool of the loser"" -Socrates",DsBcMRw-zLo,Republicans SCHOOLED on Definition of Patriotism After Vindman Smears,2019-10-30 05:03:01,US,25
I also made a video about self-avoiding walk algorithm and related experiments for Unity.,Neutral,I also made a video about self-avoiding walk algorithm and related experiments for Unity.,also made video about self avoiding walk algorithm and related experiments for unity,I also made a video about self-avoiding walk algorithm and related experiments for Unity.,m6-cm6GZ1iw,Coding Challenge 162: Self-Avoiding Walk,2023-03-06 22:46:55,US,27
"If someone not doing oop, or programming where he do programming and oop concepts??",Neutral,"If someone not doing oop, or programming where he do programming and oop concepts??",if someone not doing oop or programming where he do programming and oop concepts,"If someone not doing oop, or programming where he do programming and oop concepts??",ClzOBkA4d6s,Data Structures and Algorithms,2019-10-18 14:32:39,IN,27
Bro is an absolute legend,Positive,Bro is an absolute legend,bro is an absolute legend,Bro is an absolute legend,FsfRsGFHuv4,Learn Hash Tables in 13 minutes #️⃣,2024-01-25 22:04:37,CA,27
This is a horrible sight. Hope everyone is safe and my heart goes out to the civilians. red heart red heart red heart,Positive,This is a horrible sight. Hope everyone is safe and my heart goes out to the civilians. ❤❤❤,this is horrible sight hope everyone is safe and my heart goes out to the civilians red heart red heart red heart,This is a horrible sight. Hope everyone is safe and my heart goes out to the civilians. red heart red heart red heart,u3ZwTbhTkQE,Ukraine reportedly battling Russian troops on the outskirts of Kyiv | DW News,2022-02-25 13:45:37,DE,25
USB C actually sucks It’s put everywhere so you have to tag each cord if you want to know what it’s capable of It’s flimsy and is more like to break off than Display Port and HDMI and the majority of people can even use it as a display adapter because most monitors and gpus don’t have a usbc port,Negative,USB C actually sucks It’s put everywhere so you have to tag each cord if you want to know what it’s capable of It’s flimsy and is more like to break off than Display Port and HDMI and the majority of people can even use it as a display adapter because most monitors and gpus don’t have a usbc port,usb actually sucks it put everywhere so you have to tag each cord if you want to know what it capable of it flimsy and is more like to break off than display port and hdmi and the majority of people can even use it as display adapter because most monitors and gpus don have usbc port,USB C actually sucks It’s put everywhere so you have to tag each cord if you want to know what it’s capable of It’s flimsy and is more like to break off than Display Port and HDMI and the majority of people can even use it as a display adapter because most monitors and gpus don’t have a usbc port,7JhVjts7n1c,HDMI 2.2,2025-01-08 21:27:53,US,28
