text,label,text_raw,text_classical,text_transformer
"You're incredibly kind! It seems like no one cares anymore. At 61, I'm sleeping on the floor without any heating. I've reached out to all the local churches for assistance, but I haven't received any help. - Mary Gordon",Negative,"You're incredibly kind! It seems like no one cares anymore. At 61, I'm sleeping on the floor without any heating. I've reached out to all the local churches for assistance, but I haven't received any help. - Mary Gordon",you re incredibly kind it seems like no one cares anymore at sleeping on the floor without any heating ve reached out to all the local churches for assistance but haven received any help mary gordon,"You're incredibly kind! It seems like no one cares anymore. At 61, I'm sleeping on the floor without any heating. I've reached out to all the local churches for assistance, but I haven't received any help. - Mary Gordon"
power drill for screwing screws will expedite your life,Neutral,power drill for screwing screws will expedite your life,power drill for screwing screws will expedite your life,power drill for screwing screws will expedite your life
Companies are now moving away from cloud services because they are too expensive.,Negative,Companies are now moving away from cloud services because they are too expensive.,companies are now moving away from cloud services because they are too expensive,Companies are now moving away from cloud services because they are too expensive.
"Maduro and FARCs Did this first in Viña del Mar, Chile",Negative,"Maduro and FARCs Did this first in Viña del Mar, Chile",maduro and farcs did this first in vi del mar chile,"Maduro and FARCs Did this first in Viña del Mar, Chile"
I think the Poco 7x pro will probably explode 3 times over face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy fireworks fireworks fireworks fireworks fireworks fireworks fireworks,Negative,I think the Poco 7x pro will probably explode 3 times over 😂😂😂😂😂😂😂😂😂😂🎆🎆🎆🎆🎆🎆🎆,think the poco pro will probably explode times over face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy fireworks fireworks fireworks fireworks fireworks fireworks fireworks,I think the Poco 7x pro will probably explode 3 times over face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy fireworks fireworks fireworks fireworks fireworks fireworks fireworks
"Yeah, no “insanity” plea should be even entered here. He showed prethought and coverup.",Positive,"Yeah, no “insanity” plea should be even entered here. He showed prethought and coverup.",yeah no insanity plea should be even entered here he showed prethought and coverup,"Yeah, no “insanity” plea should be even entered here. He showed prethought and coverup."
"Even if I watched this 10 times, I still wouldn't grasp it. I already had some understanding of both English and Python before this, but I couldn't understand it... ufff!!!...",Negative,"Even if I watched this 10 times, I still wouldn't grasp it. I already had some understanding of both English and Python before this, but I couldn't understand it... ufff!!!...",even if watched this times still wouldn grasp it already had some understanding of both english and python before this but couldn understand it uf,"Even if I watched this 10 times, I still wouldn't grasp it. I already had some understanding of both English and Python before this, but I couldn't understand it... ufff!!!..."
can we use micrsft edge,Neutral,can we use micrsft edge,can we use micrsft edge,can we use micrsft edge
Wendy's is delicious.,Neutral,Wendy's is delicious.,wendy is delicious,Wendy's is delicious.
when you put the img into the div.how came the picture automaticaly get full colour?,Neutral,when you put the img into the div.how came the picture automaticaly get full colour?,when you put the img into the div how came the picture automaticaly get full colour,when you put the img into the div.how came the picture automaticaly get full colour?
Wow the pool was on fire,Neutral,Wow the pool was on fire,wow the pool was on fire,Wow the pool was on fire
"Good video, thanks man",Positive,"Good video, thanks man",good video thanks man,"Good video, thanks man"
i feel bad for slandering Jenner. i mean she’s just living her life and doing her thing as a transwoman. i’m actually glad that she makes a clear distinction between women and trans women and that she’s against biological males competing in women’s sports. this is progress,Positive,i feel bad for slandering Jenner. i mean she’s just living her life and doing her thing as a transwoman. i’m actually glad that she makes a clear distinction between women and trans women and that she’s against biological males competing in women’s sports. this is progress,feel bad for slandering jenner mean she just living her life and doing her thing as transwoman actually glad that she makes clear distinction between women and trans women and that she against biological males competing in women sports this is progress,i feel bad for slandering Jenner. i mean she’s just living her life and doing her thing as a transwoman. i’m actually glad that she makes a clear distinction between women and trans women and that she’s against biological males competing in women’s sports. this is progress
